unified_id,platform,source_category,vector_hint,text_clean,label
UID032943,YouTube,judi_online_pinjol,judi_online_pinjol,"main judi itu dosa besar bosku tobat judi online slot itu penipuan semua di seluruh dunia sudah di setting curang,nyatanya banyak yg kalah dan gila apalagi game rolet casino puluhan jutapun cepat habis, yg pastimiskin kalo tidak tobat,kekal di neraka jahanam kata hadist qur’an inget lagunnya bang haji rhoma, apalagi main di situs bodong nanastoto dan pt partai togel pasti kalah seperti situs ratutogel, sumtoto mawartoto kalo jp gede juga tidak dibayar yg pasti. yg di bayar yg jp kecil pasti sudah banyak bukti banyak yg jadi korban kasihan taman² saya [EMOSI_MARAH] situs tai pt partai togel sama situs togel on scatter isi tai semua bangsat semoga adminya cepet mati semuanya [EMOSI_MARAH] bandarnya miskin awas rampok wajib stop.",judi_online_pinjol
UID033661,YouTube,judi_online_pinjol,judi_online_pinjol,hancur hasil perhari oleh judol fakta....hati2 kawan,judi_online_pinjol
UID034421,YouTube,judi_online_pinjol,judi_online_pinjol,para pemain judol.kalo otak bisa memahami isi dari konten edukasi ini. berarti otak masih jalan dan waras. kalo malah menangkis dan ngajak debat bearti otak udah ga waras dan ga bisa diselamatkan.,judi_online_pinjol
UID041090,YouTube,judi_online_pinjol,judi_online_pinjol,"korban judi pragmatic&pg soft itu paling banyak di indonesia... bukan di luar ya..karna org""kita gampang terhasut,kenapa gampang? ekonomi sulit,nyari kerjaan susah,jadinya pgnnya apa"" instan(segala cara)",judi_online_pinjol
UID038903,YouTube,judi_online_pinjol,judi_online_pinjol,judi bola yang fair aja bisa k.o,judi_online_pinjol
UID038607,YouTube,judi_online_pinjol,judi_online_pinjol,secara tidak langsung ngajarin main judol,judi_online_pinjol
UID053638,X,penipuan_ewallet_qris,penipuan_ewallet_qris,"sekarang kami jadi tahuuuu~ diminta scan qris pake kamera hp? jangan mau! inget kalo don't know, kasih no! lawan modus penipuan yang semakin agak laen. waspada qris palsu yang tidak bisa di-scan oleh aplikasi pembayaran. selengkapnya di: [URL] [URL]",penipuan_ewallet_qris
UID039665,YouTube,judi_online_pinjol,judi_online_pinjol,"terimakasih bang marsel, videonya sangat bermanfaat buat pecandu judol.",judi_online_pinjol
UID050090,YouTube,malware_apk,malware_apk,apakah apk undangannya sempat dibuka kak?,malware_apk
UID035338,YouTube,judi_online_pinjol,judi_online_pinjol,"judol ga akan ad habisnya , kenapa? krn org indo emg kebanyakan bodoh.. sama kek penipuan scam investasi tetap aja padahal polanya sama , tpi tetap aja ad yg ketipu",judi_online_pinjol
UID047155,YouTube,judi_online_pinjol,judi_online_pinjol,hello siapa yang tahu dan xtau adakah anda seorang pejudi jadi klau awak seorang pejudi maka sudah pasti anda sendiri terasa seperti pepatah melayu mengatakan siapa yang mkn cili dia terasa pedas mungkin anda salah seorang daripada mereka klau awak faham dan orang lain faham maksud sye itu bukannya mengalakan orang2 semua berjudi tetapi agar mereka tahu cuba u renungkan bahasa sye itu saudari dari judi dari minum minuman keras dari kaki perempuan semuanya sye sebutkan itu adalah satu sindiran memperli mereka yang aktif melakukan semua perkara tersebut anda ade sekolah x saudari ku [EMOSI_WASPADA] [EMOSI_WASPADA] [EMOSI_WASPADA],judi_online_pinjol
UID035409,YouTube,judi_online_pinjol,judi_online_pinjol,"pola judi begitu bos, di kasih menang trus di kasih kalah. jalan satu2 nya kalau sudah menang berhenti",judi_online_pinjol
UID040150,YouTube,judi_online_pinjol,judi_online_pinjol,judol garut enak bang,judi_online_pinjol
UID045028,YouTube,judi_online_pinjol,judi_online_pinjol,"​ [USER] jg kesel bg. hubungan sama it apa ya. gw kuliah it ,tp sebelum kuliah jg dah tau judi itu setting an wkwk",judi_online_pinjol
UID043560,YouTube,judi_online_pinjol,judi_online_pinjol,kalo algoritme togel gimana bang coba jelaskan?,judi_online_pinjol
UID033971,YouTube,judi_online_pinjol,judi_online_pinjol,bandar judol ga brani komen situs jodol nya,judi_online_pinjol
UID042379,YouTube,judi_online_pinjol,judi_online_pinjol,skrg kalo punya modal mending buat situs judol karena mental miskin orang² +62 sangat menjanjikan,judi_online_pinjol
UID034110,YouTube,judi_online_pinjol,judi_online_pinjol,untung sya tidak pernah main judi online,judi_online_pinjol
UID010127,YouTube,peretasan_pencurian_identitas,phishing_rekayasa_sosial,"kami baru saja di tipu mengatasnamakan wakil bupati malang yg katanya mau menyalurkan dana hibah untuk masjid dari propinsi,,sebesar 140jt..dengan 4 tahap pencairan pencaira pertama sebesar 20 jt,akhirnya penipu mengirimkan bukti transfer sebesar 27 jt,,katanya ke kl ebihan 7jt..sy suruh transfer balik 7jt,,semoga di penipu segera tertangkap polisi kalau gak bertobat hukum allah swt yg akan berjalan dunia akhirat,,karena membawa bawa masjid ,,,",phishing_rekayasa_sosial
UID043123,YouTube,judi_online_pinjol,judi_online_pinjol,douyin99 itu juga situs penipuan bang marcel. hati hati. ayok tahun 2025 jangan sampai judi lagi. mulai hindari judol karena itu semua pencucian uang#,judi_online_pinjol
UID042273,YouTube,judi_online_pinjol,judi_online_pinjol,apa lgi skrg klo ada yg menang togel puluhan jta ujung2 nya d blokir,judi_online_pinjol
UID044930,YouTube,judi_online_pinjol,judi_online_pinjol,​ [USER] kalo lu pingin hidup lu hancur barantakan lu terusin aja main judol.,judi_online_pinjol
UID040479,YouTube,judi_online_pinjol,judi_online_pinjol,"konten ini seharusnya mampu membuat para pemain judol sadar dan insyaf, saya aja yang pejuang receh, untuk mendapatkan 15 ribu perhari jualan pulsa dan ppob harus buka konter dari pagi sampai malam, dapat uang harus kerja, tidak ada yg instan, sukses untuk bang marcel yang sdh mengedukasi masyarakat indonesia",judi_online_pinjol
UID032335,YouTube,judi_online_pinjol,judi_online_pinjol,"ya ampunnnn, gua sampe gagal nikah gara-gara kecanduan judi , uang tabungan habis semua gegara semua ini [EMOSI_SEDIH] [EMOSI_SEDIH]",judi_online_pinjol
UID000850,X,judi_online_pinjol,judi_online_pinjol,"[USER] polri terus melalukan pemberantasan jaringan judi online (judol) dan slot melalui penegakan hukum tegas terhadap bandar, promotor, hingga pemain. berantastindakkejahatan ciptakan rasa damai",judi_online_pinjol
UID050263,YouTube,malware_apk,malware_apk,"lucu... yg klik apk siapa, yg disalahkan siapa. pengacaranya kurang pinter teknologi",malware_apk
UID034344,YouTube,judi_online_pinjol,judi_online_pinjol,aku tetap tidak pernah percaya kepada institusi di indonesia..mereka itu melindungi judoll..gua berani bertaruh appun jika terkait tidak melindungi judol...kalau mmg melindungi..gak akn pernah appun masuk judol..tinggal blokir google dan web sitenya di indonesia...selesai,judi_online_pinjol
UID047828,YouTube,judi_online_pinjol,judi_online_pinjol,cuman di sini gk ada komen judol takut kali ya,judi_online_pinjol
UID046912,YouTube,judi_online_pinjol,judi_online_pinjol,promosi judi ni kiw kiw,judi_online_pinjol
UID044219,YouTube,judi_online_pinjol,judi_online_pinjol,teman pabrik pd maen tetangga jg pd maen di jual 60k alhamdulillah gua gak ikut krn da jatoh miskin di game online bukan judol,judi_online_pinjol
UID031591,YouTube,judi_online_pinjol,judi_online_pinjol,"sekarang lebih jahat bang, banyak bandar judi yg numpang ip/hosting ke web"" resmi dengan cara pasang shell, web sekolah yg saya pegang pernah ke pasang web judol untungnya ketauan langsung saya riset website saya",judi_online_pinjol
UID001365,X,peretasan_pencurian_identitas,judi_online_pinjol,"antisipasi penyalahgunaan data, diskominfo kota tangerang edukasi warga cara cek nik terkait pinjol secara mandiri informasi selengkapnya: [URL]",judi_online_pinjol
UID053712,X,penipuan_ewallet_qris,penipuan_ewallet_qris,iman mencetak qris palsu itu pada 23 maret 2023. ia mulai memasangnya di sejumlah masjid di jakarta sejak 1 april 2023. newsupdate update news text [URL],penipuan_ewallet_qris
UID036497,YouTube,judi_online_pinjol,judi_online_pinjol,"bukankah orang seperti ini yang harusnya jadi duta duta indonesia, contohnya duta anti judi online",judi_online_pinjol
UID036847,YouTube,judi_online_pinjol,judi_online_pinjol,sebenernya judi itu bukan tentang menang kalah tapi tentang hobi. kadang orang biar kalah tetep judiiii terus itu cuman kek seneng aja dengerin dan lihat ada yg bergulir gulir dilayar. mirip mirip main slot jaman saya kecil. yg masukin duit 100 biar dapet one smo wkwkwk,judi_online_pinjol
UID044281,YouTube,judi_online_pinjol,judi_online_pinjol,"saya kira hampir mustahil berantas judol, sama kayak narkoba juga dari dulu gak beres², soalnya pasti kuenya gede. kalau mau berantas oknum² di pemerintah yang berhubungan dengan masalah itu.",judi_online_pinjol
UID031431,YouTube,phishing_rekayasa_sosial,judi_online_pinjol,bisa jadi tau dari pinjol .apa bner ga bang,judi_online_pinjol
UID047962,YouTube,judi_online_pinjol,judi_online_pinjol,yg main pinjol/ judol hanyalah orang yg sdm rendah.,judi_online_pinjol
UID053605,X,penipuan_ewallet_qris,penipuan_ewallet_qris,"[USER] membagikan kode qris pribadi berisiko jika disalahgunakan penipu untuk modus quishing (qr phishing), seperti menempelkan stiker qris palsu di atas qris asli merchant. bahayanya bukan pada sistem qris, melainkan pada pemalsuan identitas merchantatau tautan palsu yang mengarahkan",penipuan_ewallet_qris
UID043364,YouTube,judi_online_pinjol,judi_online_pinjol,beruntung gue kenal forex + crypto dari tahun 2019 .. waktu muncul judol kaya gini ga ngelirkk sama sekali. karena emang ga bisa di analisa beda sama crypto + forex.,judi_online_pinjol
UID046117,YouTube,judi_online_pinjol,judi_online_pinjol,genshin sama honkai yang harus diberantas sama pemerintah karena ada judi elite,judi_online_pinjol
UID032234,YouTube,judi_online_pinjol,judi_online_pinjol,buset sampe judol ajah di bahass .. mantap pesulap merah,judi_online_pinjol
UID041501,YouTube,judi_online_pinjol,judi_online_pinjol,tuh bagi yg gila slot.. buka mata.. buka otak.,judi_online_pinjol
UID040489,YouTube,judi_online_pinjol,judi_online_pinjol,alhamdulillah setelah nonton video edukasi ini sampai habis gua jadi paham ternyata semua itu pembodohan dan penipuan dan gua pasti akan berhenti main judol,judi_online_pinjol
UID049119,YouTube,deepfake_penipuan_ai,phishing_rekayasa_sosial,"saya juga pernah kena tipu, ngaku juga org polisi, polisi ngaku juga seorang haji, untung saya baru tranfer 500 rb, di minta nama suami no akun, pokoknya apa yg dia pinta saya kasik semua, sampi saya di suruh buka baju ttp saya turuti, rupanya dia vc foto vidio saya sdh terekam, di situlah dia minta uang saya, saya baru sadar hp saya langsung blok, tapi fb saya sdh di kuasainy semua, saya trauma sampi saya naik motor tdk tau arah tujuan, akhirny instal hp saya, sampi dia telpon suami di minta uang, suami saya suruh ganti no hp, yg nelpon suami sampi 5 org. untung suami paham dan mengerti apa yg dialamii saya, sekarang saya masih trauma, sy sekarang cm ada no keluarga saja, profil saya tdk saya ksik nama , intinya jgn sampi temn2 berteman di fb apa lagi minta no wa, bnyk terjadi temn kakak saya sampi hanis ratusan juta",phishing_rekayasa_sosial
UID041674,YouTube,judi_online_pinjol,judi_online_pinjol,"media nasional teratas saja pas live sering ada iklan judol, tapi tidak diblokir.",judi_online_pinjol
UID033828,YouTube,judi_online_pinjol,judi_online_pinjol,mobile legend juga sudah di setting...pasti judi online juga di setting,judi_online_pinjol
UID035589,YouTube,judi_online_pinjol,judi_online_pinjol,saya lagi diposisi ini sudah kalah judi total 145jta . dan dikejar kejar pinjol ya alloh rasanya ngenes kenapa harus kenal judi kenapa harus ikut2an main gara2 liat tmen2 menang iseng2 dr 50rb sampe depo ratusan juta . ya alloh bagaimana cara tobatnya utang dimana mana hidup gak tenang kerja jga gak fokus .bener2 hidupku hancur berantakan . pnya usaha jga sdh kempang kempis tinggal nunggu bangkrutnyaa .. alloh ya karim,judi_online_pinjol
UID049241,YouTube,deepfake_penipuan_ai,judi_online_pinjol,"memang sangat ribet untuk ngurus keadilan rakyat kecil, harus segara di antisipasi mas biar tidak di gunakan id nya buat pinjol",judi_online_pinjol
UID047933,YouTube,judi_online_pinjol,judi_online_pinjol,hahahahah judol sejati itu sob pak karna,judi_online_pinjol
UID037170,YouTube,judi_online_pinjol,judi_online_pinjol,"gara gara slot , pekerja,an ku hancur",judi_online_pinjol
UID054799,X,peretasan_pencurian_identitas,peretasan_pencurian_identitas,jasa hack akun ig kira2 berapa ya??? zonauangᅠᅠ zonauang [EMOSI_WASPADA] zonajajan,peretasan_pencurian_identitas
UID040823,YouTube,judi_online_pinjol,judi_online_pinjol,"edukasi judol terbaik memang adalah edukasi detail dari sisi teknis yang dilakukan oleh mantan bandarnya langsung. kerja bagus untuk bang ronald dan bang marcel, semoga dengan ini semakin banyak masyarakat indonesia yang tidak tertipu dengan judol",judi_online_pinjol
UID031740,YouTube,judi_online_pinjol,judi_online_pinjol,it orang mna mas yg bingkar bandar judol it,judi_online_pinjol
UID037031,YouTube,judi_online_pinjol,judi_online_pinjol,gila. pas iklan jg iklannya malah judol,judi_online_pinjol
UID045794,YouTube,judi_online_pinjol,judi_online_pinjol,sekarang ini yg gw alami kecanduan main judol [EMOSI_SEDIH],judi_online_pinjol
UID044970,YouTube,judi_online_pinjol,judi_online_pinjol,yg masih percaya slot lol to,judi_online_pinjol
UID043224,YouTube,judi_online_pinjol,judi_online_pinjol,titik idiot seseorang yang ketagihan judol adalah mengira bisa menang lawan sistem yang mereka (bandar) rancang,judi_online_pinjol
UID001126,X,judi_online_pinjol,judi_online_pinjol,"bener ya temen-temen, kalau bisa jangan pernah nyentuh yang namanya pinjol ataupun paylater. keinget kemarin di kantor kejadian, ternyata ada ex-rekan kerja yang pinjol terus no hp dia cantumin no hp kantor. yang pegang tu hp yang di teror sama rentenir. awalnya gue bingung, kok",judi_online_pinjol
UID045593,YouTube,judi_online_pinjol,judi_online_pinjol,sumpah dengan berhenti *judol* hidup saya menjadi lebih baik dan hutang saya bisa lunas dengan cepat,judi_online_pinjol
UID046630,YouTube,judi_online_pinjol,judi_online_pinjol,astaghfirullahh kasian bangetttt [EMOSI_SEDIH] [EMOSI_SEDIH] emang judol inii awal mula dari kehancuran [EMOSI_SEDIH] semoga ada banyak hikmah yang bisa dipetik dari vidoe ini yaa [EMOSI_WASPADA],judi_online_pinjol
UID054007,X,penipuan_ewallet_qris,penipuan_ewallet_qris,"modus pelaku pengganti barcode qris kotak amal di masjid, mulai dari meniban stiker hingga menempelkan di tembok [URL]",penipuan_ewallet_qris
UID033669,YouTube,judi_online_pinjol,judi_online_pinjol,abang gw suka judi gw kasi tau gini malah di diem in yaudah setiap dia main cuma ku senyum in,judi_online_pinjol
UID001818,YouTube,deepfake_penipuan_ai,malware_apk,"aq juga pernah ketipu sama ekspedisi ninja ekspres, katanya paket ku tertukar dengan orang lain, awalnya aq bingung kok bisa, tapi jga gua g percaya awalnya. tapi setelah gua balas dia kirim resi paket yang gua beli dan gua cocokin sama persis bahkan barang nya juga sama. makanya gua percaya kalau itu paket gua yang tertukar, trs gua di minta pengembalian uang lwt dana tpi dia ngirim link. gua udh curiga tapi malah gua percaya dia juga arahin gua pakai pay later di shoope sama tik tok tpi gua bilang ga bisa. yah dana gua di ambil 50k untung cumaa 50k soalnya gua jarang pakai apk dana juga. trs ku ganti sandi dan pin nya. bahkan dia jga bisa pakek akun email gua trs gua gnti juga deh",phishing_rekayasa_sosial
UID037114,YouTube,judi_online_pinjol,judi_online_pinjol,bang ripyu soal togel penipuan apa gimana tuh,judi_online_pinjol
UID032935,YouTube,judi_online_pinjol,judi_online_pinjol,edukasi ii memang benar stop judol hidup sehat mulai sekarang dengan keluarga tinggalkan judol palsu semuah,judi_online_pinjol
UID053932,X,penipuan_ewallet_qris,penipuan_ewallet_qris,pria misterius ketangkap cctv tempel qris palsu di kotak amal masjid [URL] [URL],penipuan_ewallet_qris
UID040920,YouTube,judi_online_pinjol,judi_online_pinjol,"stop judol . dari pada buat judol , uangmu tabung aja buat masa depanmu biar cerah .",judi_online_pinjol
UID034369,YouTube,judi_online_pinjol,judi_online_pinjol,"logikanya= 100pemain judol admin bandar= ✓ kalah 90pemain menang 10pemain algoritma nilai taruhan randomnya 10kemenangan dalam script cli dsb itu dibikin harus di bawah kemenangan admin. jadi mau 10 pemain wins besar, tetep admin gak rugi. soalnya udah disetting kemenangan minim",judi_online_pinjol
UID045836,YouTube,judi_online_pinjol,judi_online_pinjol,menang judi itu hoaaakksss!!!!!!,judi_online_pinjol
UID041311,YouTube,judi_online_pinjol,judi_online_pinjol,ngaku sudah berhenti jadi bandar..tapi coba suaranya samakan ama akun bro music record promosi judol olympus.. coba aja samakan suaranya,judi_online_pinjol
UID047383,YouTube,judi_online_pinjol,judi_online_pinjol,loh itu kan tmn ku jd pake apk judol itu jg cm bagroundnya aja sma nama nya aja yg beda krna di animasi di samarin ..,judi_online_pinjol
UID043079,YouTube,judi_online_pinjol,judi_online_pinjol,ternyata fiersa besari mantan it judol,judi_online_pinjol
UID043829,YouTube,judi_online_pinjol,judi_online_pinjol,di kampungku cma gua yg ga maen judol ...gara2 gua maen game free fire gua diketawain klo nongkrong krna gua ga maen judol,judi_online_pinjol
UID039484,YouTube,judi_online_pinjol,judi_online_pinjol,"viralkan gaes,, supaya banyak yg tau, dan tidak terperangkap lagi di dunia judol",judi_online_pinjol
UID036993,YouTube,judi_online_pinjol,judi_online_pinjol,"saya rasa semua pemain judol itu pasti tau klo game itu hanya penipuan,, tetapi hati mreka ttp gk bs nahan godaan,, apa lg klo liat promo yg dbuat you tuber,, bet sekian,,trik sekian,,win smpai ratusan juta,, tntu saja smkin tergoda.. prcuma klo disuruh brhenti atau di paksa,, ben ae..",judi_online_pinjol
UID047927,YouTube,judi_online_pinjol,judi_online_pinjol,hantu judol karna,judi_online_pinjol
UID004993,YouTube,penipuan_ewallet_qris,malware_apk,itu lah jelek na android klo masalah keamanan.. pake iphone ud ga sngaja install apk dr org ga dikenal jg aman2 aj..,malware_apk
UID047066,YouTube,judi_online_pinjol,judi_online_pinjol,judi hanya lah sebuah permainan yang sangat berdosa dan sangat beresiko jadi jangan sekali kali main judi karena kita bisa saja di buat ketagihan terlebih dahulu baru setelah itu di persulit,judi_online_pinjol
UID045073,YouTube,judi_online_pinjol,judi_online_pinjol,​ [USER] coba bilagin teman mu yang bermain judi kuwe bolone komunis ya tau hukum judi haram kok main,judi_online_pinjol
UID034240,YouTube,judi_online_pinjol,judi_online_pinjol,"mas mau reques, tolong d bongkar untuk judi bolanya",judi_online_pinjol
UID002415,YouTube,deepfake_penipuan_ai,judi_online_pinjol,"di fb ada video ustad adi hidayat sama ustad abdul somad yang menghalalkan judol!! sumpah harus hati2 bgt, jaga ortu kalean baik2 biar ga terjerumusss!! [EMOSI_SEDIH] aku lupa nama apk judolnya, pkoknya disitu uas sama uah ngiklanin aplikasi judol itu",judi_online_pinjol
UID000960,X,judi_online_pinjol,judi_online_pinjol,kasus penyalahgunaan data pribadi untuk pinjol ilegal berhasil dibongkar direktorat reserse siber polda jatim. penindakan ini menunjukkan keseriusan polri dalam menjaga keamanan bangsa dari ancaman kejahatan digital. optimalberantaskejahatan [URL],judi_online_pinjol
UID046847,YouTube,judi_online_pinjol,judi_online_pinjol,emang judol nii meresahkan bangettt,judi_online_pinjol
UID047410,YouTube,judi_online_pinjol,judi_online_pinjol,"mau cerita sedikit deh, pny sodara yg hobiny judol sm pinjol smpe ratusan jt, smpe skrg masih di kejar², hidupny lontang lantung, ibu nya yg jd kena tumpuan krna utang anak nya, eh tiba² bgt ema nya blg ke ibu ku kalau anak nya lg di jalan mau nyari kerja di tmpt ku & tinggal di sni tnpa ada perizinan ortu ku, eh smpe sini malah kurang ajar, pdhl sekluarga udh hati² bgt di saat sodara ku tinggal di sni, eh ttp aja kebobolan tiba² ada tagihan pinjol di hp abang ku 2jt, sialan kalang kabutt udh gt org nya kabur ke tmpt asalny, di sni udh kerja di ksh fasilitas motor sm ortu ku smpe abang ku ngalah kuliah ga bwa motor dia nebeng sm tmn ny, ibu ku sllu bilang ke tu org jgn smpe motor ibu ku di gadaiin sm tu org, krna aku gregetan bgt akhirny aku minta di cicil utang nya ke ortuny, bru berjalan 3 bln di cicil sebulan 300rb, smpe skrg tu org lontang lantung di tonjokin sm org lain wkwk, bru seminggu tetangga ku meninggoy gara² bundir krna pinjol sm judol",judi_online_pinjol
UID053917,X,penipuan_ewallet_qris,penipuan_ewallet_qris,viral modus penipuan amal pakai qris palsu di masjid jaksel [URL],penipuan_ewallet_qris
UID053547,X,malware_apk,malware_apk,"kerugian mencapai rp 1,1 m, polri amankan tersangka arisan dan investasi bodong polri melalui ditreskrimsus polda jawa timur, berhasil mengamankan satu orang tersangka berinsial apk penipuan arisan dan investasi bodong. kamtibmasciptakondusifitas pelayanan wujudkan keamanan [URL]",malware_apk
UID042315,YouTube,judi_online_pinjol,judi_online_pinjol,dan saya yg gk pernah maen judol.jadi korban temen maen judol hutang susah bayarnya sampe sekarang,judi_online_pinjol
UID032561,YouTube,judi_online_pinjol,judi_online_pinjol,saya berjanji bang marsel mulai saat ini saya berhenti judol.. karna harta saya habis...sekitar 700juta..tolong saya biar bangkit lagi [EMOSI_SEDIH] [EMOSI_SEDIH] [EMOSI_SEDIH] [EMOSI_SEDIH] [EMOSI_SEDIH] [EMOSI_SEDIH] [EMOSI_SEDIH] [EMOSI_SEDIH] [EMOSI_SEDIH] [EMOSI_SEDIH] [EMOSI_SEDIH] [EMOSI_SEDIH] [EMOSI_SEDIH] [EMOSI_SEDIH],judi_online_pinjol
UID032849,YouTube,judi_online_pinjol,judi_online_pinjol,gk judi adalah kemenangan,judi_online_pinjol
UID040019,YouTube,judi_online_pinjol,judi_online_pinjol,saya ingin berhenti judol... kambuh lagi kambuh lagi... liat video ini menyadarkan saya...,judi_online_pinjol
UID044741,YouTube,judi_online_pinjol,judi_online_pinjol,"gw lbih ngakak lagi ketika temen gw yg kuliah it tapi tetep maen zeus. gw yang ngk kuliah bingung gimna ngasih tahu orng kek gini, trus yang makin parah uang bantuan kuliahnya yg dapet dari pemerintah selama setahun lebih hbis pula pke judol. daripada di pke judol mnding kasih gw aja kek yg pengn kuliah dari dlu tapi yaudhlahh maslh dia",judi_online_pinjol
UID041414,YouTube,judi_online_pinjol,judi_online_pinjol,"yg judol udh clear,coba bahas pasang togel gmna coba bongkar kebusukan nya bg bisa nga !!!!!??????",judi_online_pinjol
UID035312,YouTube,judi_online_pinjol,judi_online_pinjol,"semua judi itu setting ya ,jadi gosah tergiur",judi_online_pinjol
UID032543,YouTube,judi_online_pinjol,judi_online_pinjol,"saya dari malaysia, ingin mengucapkan ribuan terima kasih kepada dua pahlawan berani ini dalam membongkar situs pembohongan judol(slot) masih belum terlambat untuk bertobat saudara2 salam dari malaysia",judi_online_pinjol
UID019537,YouTube,peretasan_pencurian_identitas,,"gara"" link akun game gratis 3 akunku di bajak semua tidak bisa di pulihkan bantulah saya yang bisa",phishing_rekayasa_sosial
UID048788,YouTube,deepfake_penipuan_ai,phishing_rekayasa_sosial,"masukan bang, itu video nya bisa di upload ulang tapi di bagian awal video di tulis disclaimer, tujuan dari video ini adalah untuk pembelajaran sebagai antisipasi penipuan berbasis social engineering atau bla- bla bla",phishing_rekayasa_sosial
UID047163,YouTube,judi_online_pinjol,judi_online_pinjol,"cukup maen 1 kali kalau gacor, menang,nahh trus berhenti aja",judi_online_pinjol
UID053920,X,penipuan_ewallet_qris,penipuan_ewallet_qris,mau donasi pun sekarang dibikinin qris palsu. emang ye.,penipuan_ewallet_qris
UID040713,YouTube,judi_online_pinjol,judi_online_pinjol,"klu pemerintah serius mau berantas judol tidak perlu bantuan dari siapapun, karena mereka punya segalanya, terima kasih untuk pesulap merah, pesan mu sangat berguna",judi_online_pinjol
UID044382,YouTube,judi_online_pinjol,judi_online_pinjol,"marsel memang pemberani, dukun2 trik dan selingannya dengan narasumber judol, money game sudah sering dimanfaatkan untuk menjebak korban dan ya wajarlah , justru kasus2 ini luput dari perlindungan polisi,,,,, wajarlah jika terlalu lama marcel dikatakan ada negatifnya, namanya orang makin banyak bicara maka seolah2 akan ada sesuatu yang negatif keluar,, itu berlaku untuk semua orang. intinya selalu banyak yang positif dan tidak niat menipu itu lebih baik",judi_online_pinjol
UID039341,YouTube,judi_online_pinjol,judi_online_pinjol,"judi yg offline aja bs dicurangi,aplg yg online..server bikinan mereka,aplikasi bikinan mereka..sangat ga mgkn bandar bs tekor.yg dikuras ya cuma duit pemain",judi_online_pinjol
UID041236,YouTube,judi_online_pinjol,judi_online_pinjol,kadang pemain judol udah di kasih tau ngeyel tetep aja depo,judi_online_pinjol
UID038570,YouTube,judi_online_pinjol,judi_online_pinjol,"mas, bahas tentang judol togel",judi_online_pinjol
UID033628,YouTube,judi_online_pinjol,judi_online_pinjol,dari dulu yg namanya judi. yang menang y bandar. mau jenis judi apapun. jadi stop judi.,judi_online_pinjol
UID032920,YouTube,judi_online_pinjol,judi_online_pinjol,danatoto gacor,judi_online_pinjol
UID053674,X,penipuan_ewallet_qris,penipuan_ewallet_qris,"sejumlah jamaah masjid menjadi korban penipuan dengan modus menempelkan “qris palsu” di sejumlah masjid besar di jakarta. bagaimana modusnya dan kiat menghindari penipuan qris? tonton niluh malam ini pkl 20.30 wib, di [USER] streaming: [URL] [URL]",penipuan_ewallet_qris
UID034342,YouTube,judi_online_pinjol,judi_online_pinjol,allhamdulilah dari dulu gak tergoda judi online soalnya udah tau kalo judol itu cuma disetting/penipuan,judi_online_pinjol
UID033702,YouTube,judi_online_pinjol,judi_online_pinjol,baru kali ini nemu konten edukasi slot yg bener bener langsung praktek dan bukan hanya sekedar bacod doang,judi_online_pinjol
UID031808,YouTube,judi_online_pinjol,judi_online_pinjol,sy termasuk korban judol. sy sangat banyak berdoa semoga para admin judol mati dlm keadaan tdk wajar,judi_online_pinjol
UID042062,YouTube,judi_online_pinjol,judi_online_pinjol,bagaimana dengan judi bola ?,judi_online_pinjol
UID037405,YouTube,judi_online_pinjol,judi_online_pinjol,"mohon penerangannya bang berati trading forex itu sama dengan judi? tapi ko kebanyakan katanya trading bukan judi soalnya saya pernah nyoba dan ya loss gitu aja, sedangkan temen gua maen sampe skrg malah jadi penghasilan nya tiap hari.",judi_online_pinjol
UID040948,YouTube,judi_online_pinjol,judi_online_pinjol,jujur judol lebih dari narkoba bikin nyandunya .bukan candu judol tp nyoba ngejar duit yang udh ilang tnpa disadari nambah ilang,judi_online_pinjol
UID036965,YouTube,judi_online_pinjol,judi_online_pinjol,"rolet, penipuan apa judi mas ?",judi_online_pinjol
UID033991,YouTube,judi_online_pinjol,judi_online_pinjol,"main judi online sama aja lu nabung, suatu saat lu jackpot yang lu wd duit duit lu juga kocakk",judi_online_pinjol
UID034125,YouTube,judi_online_pinjol,judi_online_pinjol,"terimakasih bang marcell atas edukasi nya , saya adalah salah satu korban yang merasakan langsung dari ganasnya judol , saya sudah kehilangan banyak [EMOSI_SEDIH] . semoga setelah ini saya dan teman teman semua nya yang sudah terlanjur basah karena judol dikasih rezeki lebih sama allah swt. dan jangan pernah kembali lagi. naudzubillah",judi_online_pinjol
UID034163,YouTube,judi_online_pinjol,judi_online_pinjol,pertanyaan saya..adakah judol ini boleh di hack?,judi_online_pinjol
UID047257,YouTube,judi_online_pinjol,judi_online_pinjol,"realitanya ya ges ya, judol di indonesia tetap sejahtera tuh, malah rakyat makin melorot",judi_online_pinjol
